loglik,mean_loglik,N,M,n_iter,cputime,mean_itertime,method,init
-48565.03403913566,-7.951053379033343,88,6108,301,35.569756131,0.11817194727906977,grad,basic
-48047.29078165648,-7.892130548892325,88,6088,229,26.285447798,0.11478361483842794,grad,basic
-107122.88039837641,-18.070661335758505,88,5928,9,0.9073637929999999,0.10081819922222221,grad,basic
-114867.14593385234,-17.742839965068328,88,6474,9,0.968306419,0.10758960211111111,grad,basic
-49367.08169212613,-7.658560610010259,88,6446,239,28.40305022499999,0.1188412143305439,grad,basic
-56295.53566830867,-7.6054492932057105,88,7402,365,49.737643512,0.13626751647123286,grad,basic
-51007.10283376201,-8.228279211769964,88,6199,177,20.613697193,0.11646156606214689,grad,basic
-51713.781622650866,-8.31544969008697,88,6219,183,21.702451690000004,0.11859263218579237,grad,basic
-45427.45149377604,-7.870313841610541,88,5772,329,36.946294523,0.11229876754711246,grad,basic
-40114.633312196805,-7.801367816452121,88,5142,255,26.358759151999998,0.1033676829490196,grad,basic
-111658.67678551795,-16.86941785549448,88,6619,9,0.976824499,0.10853605544444445,grad,basic
-57111.92717245837,-7.8862092201682366,88,7242,234,31.703782444000005,0.13548624976068377,grad,basic
-43682.42303410696,-8.116392239707723,88,5382,251,26.114043788,0.10404001509163346,grad,basic
-47421.412618369024,-7.7208421716654225,88,6142,312,36.557748268000005,0.11717227008974361,grad,basic
-54430.318985722624,-7.664083213985163,88,7102,279,36.792776188,0.13187374977777777,grad,basic
-46532.55287381952,-8.212593165164053,88,5666,246,26.589914764999996,0.1080890844105691,grad,basic
-59477.86280110092,-8.191414791502675,88,7261,281,38.154139220999994,0.13577985487900354,grad,basic
-45542.70535727822,-7.708650195883246,88,5908,264,29.510496827000004,0.11178218495075759,grad,basic
-48242.35913796405,-7.78730575269799,88,6195,277,32.509817053999996,0.1173639604837545,grad,basic
-45395.01658814146,-8.058763818239207,88,5633,194,21.242183805000003,0.10949579280927836,grad,basic
-49903.946632347084,-7.67516866077316,88,6502,291,35.84314645500001,0.1231723245876289,grad,basic
-51395.209542036086,-8.308310627551906,88,6186,227,26.776394394999997,0.11795768455947135,grad,basic
-56158.58474161042,-8.035281834541482,88,6989,253,32.739672892,0.1294058217075099,grad,basic
-56298.48962592378,-7.9630112625069,88,7070,218,28.17754079799999,0.12925477430275223,grad,basic
-43888.871931122165,-8.11554584525188,88,5408,309,33.052726571,0.10696675265695793,grad,basic
-48906.366736862954,-7.850139123091967,88,6230,270,31.739081369,0.11755215321851852,grad,basic
-59247.022606898376,-7.908038255058512,88,7492,232,31.792271845000002,0.13703565450431035,grad,basic
-54848.02256090167,-9.608973819359088,88,5708,197,23.599093249,0.11979235151776649,mm,basic
-71463.12576525421,-9.936474661464713,88,7192,169,30.594524492999998,0.18103268930769228,mm,basic
-56692.33737651416,-8.87481799882814,88,6388,180,22.473286363,0.12485159090555556,mm,basic
-57968.25010980484,-9.490545204617687,88,6108,195,23.45674953400001,0.1202910232512821,mm,basic
-56853.5702385644,-9.33862848859468,88,6088,234,28.240017931999994,0.12068383731623929,mm,basic
-56387.020866349245,-9.511980577994137,88,5928,171,20.371026292999996,0.11912880873099413,mm,basic
-60392.939781307025,-9.32853564740609,88,6474,153,19.136987006,0.12507834644444443,mm,basic
-60930.77300335623,-9.452493484852038,88,6446,125,15.632737611999996,0.12506190089599997,mm,basic
-69851.03808646536,-9.436778990335768,88,7402,172,23.958365521000005,0.13929282279651165,mm,basic
-60528.852987698316,-9.764293109807761,88,6199,172,21.504996184,0.12502904758139535,mm,basic
-60676.5158898509,-9.756635454229121,88,6219,153,19.021855744000003,0.12432585453594773,mm,basic
-56109.80017133462,-9.721032600716324,88,5772,189,21.89175275400001,0.1158293796507937,mm,basic
-49725.85873920193,-9.670528731855685,88,5142,220,23.717520897000007,0.10780691316818185,mm,basic
-62763.49562464339,-9.482322952809094,88,6619,217,27.769996583000008,0.127972334483871,mm,basic
-68406.73491866956,-9.445834702936974,88,7242,155,21.088133940000006,0.1360524770322581,mm,basic
-53349.734517770186,-9.91262254139171,88,5382,205,22.637939808999995,0.11042897467804876,mm,basic
-59328.395399357905,-9.659458710413205,88,6142,145,17.979588538999998,0.12399716233793102,mm,basic
-65917.37895670114,-9.281523367600837,88,7102,137,18.142643915,0.13242805777372263,mm,basic
-53688.46329545041,-9.475549469722981,88,5666,195,22.417776355999994,0.11496295567179483,mm,basic
-71661.86718145035,-9.869421179100723,88,7261,155,20.948747538000006,0.13515320992258067,mm,basic
-56326.20855605409,-9.533887704139149,88,5908,153,18.380502219999997,0.12013400143790848,mm,basic
-59046.77794362325,-9.531360442877038,88,6195,208,25.976553163999995,0.12488727482692305,mm,basic
-54104.31186475803,-9.604884051971956,88,5633,223,25.61834183,0.1148804566367713,mm,basic
-62498.71244117013,-9.61222892051217,88,6502,161,20.682713431000003,0.12846405857763976,mm,basic
-60004.2316276531,-9.700005112779357,88,6186,114,13.972826376999995,0.12256865242982452,mm,basic
-68979.84792692236,-9.869773633842089,88,6989,178,23.850858360999993,0.13399358629775276,mm,basic
-69620.41527431791,-9.847300604571133,88,7070,86,11.440462837999997,0.13302863765116274,mm,basic
-52282.49769269496,-9.667621614773477,88,5408,181,20.28228144300001,0.11205680355248623,mm,basic
-59644.72078946081,-9.573791458982473,88,6230,213,25.891038670999997,0.12155417216431924,mm,basic
-72751.37948720105,-9.710541842925927,88,7492,118,16.155725097999998,0.13691292455932202,mm,basic
