loglik,mean_loglik,N,M,n_iter,cputime,mean_itertime,method,category
-50362.27731576598,-8.530196022318087,58,5904,35,2.2219052520000004,0.06348300720000001,mm,media
-50339.57005472363,-8.52634994151823,58,5904,34,2.1434994270000005,0.06304410079411767,mm,media
-50172.41504783854,-8.498037779105443,58,5904,51,3.4004804119999994,0.0666760865098039,mm,media
-50375.50436643604,-8.532436376428869,58,5904,27,1.5887678760000004,0.05884325466666668,mm,media
-50289.00900945741,-8.517786078837638,58,5904,44,2.875231407999999,0.06534616836363634,mm,media
-50246.653626168765,-8.510612064052975,58,5904,39,2.5218866770000004,0.06466376094871795,mm,media
-50076.03249562511,-8.481712821074714,58,5904,72,4.698644647000004,0.0652589534305556,mm,media
-50325.2952465011,-8.52393212169734,58,5904,35,2.2209166930000004,0.06345476265714287,mm,media
-50343.29639991697,-8.526981097546912,58,5904,37,2.3445180749999994,0.06336535337837837,mm,media
-50332.1863760079,-8.525099318429522,58,5904,38,2.2441133879999997,0.0590556154736842,mm,media
-50214.06786980254,-8.505092796375768,58,5904,48,3.036422376,0.0632587995,mm,media
-50101.05572872156,-8.48595117356395,58,5904,66,4.211578642,0.06381179760606061,mm,media
-50327.44941729894,-8.524296988024888,58,5904,34,2.246918382,0.06608583476470588,mm,media
-50364.34430216424,-8.530546121640285,58,5904,36,2.2463890220000007,0.06239969505555557,mm,media
-50173.24536531164,-8.498178415533815,58,5904,52,3.378061378,0.0649627188076923,mm,media
-50366.267145115504,-8.530871806422002,58,5904,31,1.947623012,0.06282654877419355,mm,media
-50288.35452405259,-8.51767522426365,58,5904,37,2.4640340040000006,0.06659551362162164,mm,media
-50329.915297706335,-8.524714650695518,58,5904,31,1.947913165,0.0628359085483871,mm,media
-50376.17367820745,-8.532549742243809,58,5904,31,1.81116613,0.05842471387096774,mm,media
-50251.14806770787,-8.511373317701198,58,5904,48,3.065040399,0.0638550083125,mm,media
-50373.51353918573,-8.53209917669135,58,5904,28,1.632987036,0.058320965571428574,mm,media
-50092.31289962033,-8.484470342076614,58,5904,81,5.324857038000001,0.06573897577777779,mm,media
-50320.65048100211,-8.523145406673798,58,5904,31,1.8394888530000002,0.0593383500967742,mm,media
-50323.10186283816,-8.52356061362435,58,5904,30,2.0015522569999997,0.06671840856666665,mm,media
-50293.75707232722,-8.518590290028323,58,5904,38,2.3775547740000005,0.06256723089473686,mm,media
-50337.27706505316,-8.525961562509003,58,5904,34,2.1721618179999997,0.06388711229411764,mm,media
-17641.48789644005,-3.5762189127184367,16,4933,289,2.1522558530000007,0.0074472520865051925,fp,moms
-17594.7138789308,-3.566737052286803,16,4933,254,2.4605564290000004,0.009687230035433073,fp,moms
-17650.592450660883,-3.5780645551714745,16,4933,263,2.2316339769999995,0.008485300292775664,fp,moms
-17604.953866709267,-3.568812865742807,16,4933,196,1.7359459739999998,0.008856867214285713,fp,moms
-17574.691281440093,-3.5626781434097086,16,4933,324,2.6716531539999995,0.008245843067901232,fp,moms
-17495.119084920043,-3.546547554210428,16,4933,206,2.1262578359999997,0.010321639980582524,fp,moms
